Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
98.59470771497672,98.78045562244779,100.38722178084312,101.03061807887576,100.08986908069879,100.19995596438132,97.79238627277006,98.17089405360942,101.95945736040537,102.04193105254848
97.41952434822277,99.32112650684097,99.86648214737144,99.3359961984719,100.06411248320708,99.5123010391344,98.65526724460688,98.35538762799119,103.46847482847492,104.15526329828297
97.49561059083987,97.25868618609913,98.1239549699368,100.96323536261511,99.44766938406926,98.44983377828405,99.42862334930716,99.05442572197988,101.02502431469811,106.6212526815556
96.64039968930136,97.9978631760636,97.2481396177218,102.5422496448027,99.52479430359493,96.76497448286526,100.13967107883492,97.05478443278881,100.86640792164248,106.2375628895978
96.34586860859106,97.99097591306669,97.31783037853859,105.16134002648754,99.62320316450956,95.80720909252463,99.84373644567611,96.22250233290114,102.00446151334788,105.39331502739448
97.41106357079589,98.03813686842653,95.15545595393183,105.88571237159302,98.39025829335914,97.59389882166857,99.75545769569564,95.24437224741304,102.93772850902255,105.66992899101955
98.24300498523793,97.22209031550186,95.9138307429437,106.15361375359184,96.09130082514511,97.11876217135651,101.72135447788588,94.44043846144952,100.9128158144196,105.27530818313593
99.60502486561276,95.671258682463,94.7285534459034,107.82022510805929,97.05431042588691,99.7149928576364,102.29936789709187,96.19338937784859,101.69165202471548,104.56891199852305
97.21133045984706,95.14763382699589,94.0822024415326,106.58629684580177,95.793996307334,99.08425577380483,100.42266948483952,97.38681637899612,102.20042281662616,102.30819311951684
98.73846320228009,95.3285542019385,93.38544406902784,107.00479189185306,96.38165074493783,100.62704092398336,101.5292364596871,97.03274147255875,103.68889859497186,101.72869572484468
101.4173731595825,94.38542317669706,93.99350577770214,104.71852047380337,97.07292681071094,102.20175787596426,102.93346454485173,96.10179397098351,102.8762261920309,101.7063495236373
101.04650930081863,96.2899799796804,92.71286692652204,106.0828822272276,97.73816462345225,102.13361181553134,105.239584599553,96.92050533465314,105.95433034799827,101.29607875226338
97.93467334247013,96.63269605110463,92.12557022136866,107.25966716141548,96.85930356079726,104.32615307512859,106.70989539163189,97.68383891307187,105.85091922425909,100.26125490460014
98.09369582099539,97.63006437575584,90.67556315609993,108.99464187902326,96.49193734048185,101.839953648394,106.1552003985516,96.74551188490338,103.14383515856595,101.63152079393059
97.45603168832574,97.81691062499388,89.0586120732537,109.31184339765355,97.23716107153884,100.29340663575313,106.12176243686662,96.12062298102583,102.47546984160105,99.95067927606908
98.69763247383128,97.48064923447845,89.85084549673935,109.06726092397348,99.98997502802082,100.28470662756578,106.6178608365345,98.08661796812895,100.62573613440429,98.02859567056068
100.60089100593473,97.73720510492463,89.02120285967817,109.64103250484996,101.569656168353,102.16336986901347,108.57242552716544,98.81175357077923,99.88001276235656,98.11452248811635
100.37776022092844,97.28564864113956,87.73593285688416,111.09675480040664,101.56746096943266,101.92607351009124,107.63535791262753,98.41279160425925,97.75502383349331,94.04458896254913
100.20505601170244,96.7707433234599,89.13502693961702,112.4988967337762,100.80045710058579,103.62414036536876,105.49120970917829,97.84527208526875,97.91736675317564,93.02488742051476
101.00855341351873,95.12384296877198,89.94077917525598,114.2383686076268,101.9905328623435,103.64636970856502,105.11041520294677,96.94572872384948,98.52781837654489,90.77216265905311
102.61606087832808,93.95694705148769,90.18686563623076,113.8831304925371,101.23308823401216,104.77881418326824,106.77039740700629,96.36158490010452,97.5537141915072,89.62021149957906
99.36931791944873,92.6549024612029,90.94663228098821,114.63683350814036,100.05196778833853,104.36828131143783,108.23266884859599,96.40531086539438,97.04894642810785,92.22484251404003
99.8994372711196,93.92878318930559,91.232906474185,115.25449323142259,99.44762005914289,104.64665777796036,109.94784109294795,98.58834118562837,97.04632323755644,91.82649942456239
100.11075883808667,93.91995571301312,90.37592007387794,114.56707360024134,99.75253224078807,107.01082323778657,111.86891964569088,100.13157850806047,97.9544319816612,91.98963903663316
100.72664645432161,93.6889221155753,92.03380445907088,116.9816996383071,101.812117666538,106.61682878473128,111.99413270226302,100.75731003314625,97.41898344162331,92.58392182376281
102.12895157032413,94.12923599141203,92.8901297963207,116.86900188459776,103.38479901749066,109.21208709513148,109.38488223200358,100.02797444589417,97.14832853238286,92.80599662861026
102.58024017128781,93.43917785980945,95.86212173202907,119.21526867478529,102.24081852451195,111.12954891449445,106.94794242983686,99.98840657807845,95.85421906819622,91.97434098717524
101.6021715723055,93.19784305290362,94.7298284861064,122.64906272732652,101.77269039417232,109.23089239540771,108.08400252350485,100.95359399777493,99.0939356531642,92.13102547910565
101.76552097904523,92.74572555594465,96.11582808907303,122.77459007240724,104.40965749952585,112.21333235281064,110.02608236144233,100.14156369848291,98.10421252387455,91.62306892064056
101.09344456646878,92.94704836643432,96.2874629303575,121.25549197035232,103.52924797859275,111.72003481642365,108.33118230578809,101.23297216131301,96.3173430909252,90.79374259836133
102.00416178476392,91.76393950936071,96.93981041931362,121.45130214937781,106.07935328652115,112.80395705335076,108.22492491933964,101.00078703349446,97.42634927949794,90.1013262766996
103.15026309455968,92.6523077895954,96.79987586856251,121.79694553272931,104.56923298661232,113.36014671277728,109.05336716706908,99.52608956570414,96.91550927219521,89.98876992326032
101.63831351242547,92.40104953262632,95.27597231568275,121.86952521143999,105.99700737356284,114.88527976785929,107.63095118062714,100.45842262817428,96.8988096191364,89.1158838303815
101.2229913327988,90.85557679652425,94.60869668327938,122.51644595656221,105.18300954146041,112.68362783310684,107.38574510443478,102.1697041000213,97.11158088178107,86.70599850704735
